CAD.CDW.ID,CAD.Event.Number,General.Offense.Number,Event.Clearance.Code,Event.Clearance.Description,Event.Clearance.SubGroup,Event.Clearance.Group,MM,DD,YYYY,TIME,Hundred.Block.Location,District.Sector,Zone.Beat,Census.Tract,Longitude,Latitude,Incident.Location,Initial.Type.Description,Initial.Type.Subgroup,Initial.Type.Group,At.Scene.Time
1571474,15000347918,2015347918,062,BICYCLE THEFT,THEFT,BIKE,10,05,2015,09:35:00,77XX BLOCK OF 18 AV NE,U,U1,2600.1014,-122.308904349,47.685767618,(47.685767618, -122.308904349),TRU - THEFT,OTHER PROPERTY,THEFT,
1572036,15000348632,2015348632,062,BICYCLE THEFT,THEFT,BIKE,10,05,2015,07:59:00,UNIVERSITY WY NE / NE 42 ST,U,U2,5301.3008,-122.313207456,47.65831353,(47.65831353, -122.313207456),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1620700,15000416152,2015416152,062,BICYCLE THEFT,THEFT,BIKE,11,30,2015,12:10:08,56XX BLOCK OF UNIVERSITY WY NE,U,U1,4400.2020,-122.31303,47.670216,(47.670216, -122.31303),BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,
1572476,15000349187,2015349187,062,BICYCLE THEFT,THEFT,BIKE,10,06,2015,08:33:00,7XX BLOCK OF OLIVE WY,M,M2,7300.3029,-122.33461677,47.613826044,(47.613826044, -122.33461677),TRU - THEFT,OTHER PROPERTY,THEFT,
1572484,15000349191,2015349191,062,BICYCLE THEFT,THEFT,BIKE,10,06,2015,08:45:00,45XX BLOCK OF 9 AV NE,U,U2,5200.5009,-122.318408825,47.662214248,(47.662214248, -122.318408825),TRU - THEFT,OTHER PROPERTY,THEFT,
1572696,15000349447,2015349447,062,BICYCLE THEFT,THEFT,BIKE,10,06,2015,01:27:00,26XX BLOCK OF W MARINA PL,Q,Q1,5600.3048,-122.391111979,47.631045531,(47.631045531, -122.391111979),TRU - THEFT,OTHER PROPERTY,THEFT,
1633914,15000438946,2015438946,062,BICYCLE THEFT,THEFT,BIKE,12,19,2015,01:02:59,11XX BLOCK OF SW HOLDEN ST,F,F3,11300.5001,-122.34991,47.534046,(47.534046, -122.34991),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1572922,15000349586,2015349586,062,BICYCLE THEFT,THEFT,BIKE,10,06,2015,05:49:00,52XX BLOCK OF 15 AV NE,U,U1,4400.3005,-122.311898777,47.667484138,(47.667484138, -122.311898777),TRU - THEFT,OTHER PROPERTY,THEFT,
1573161,15000349745,2015349745,062,BICYCLE THEFT,THEFT,BIKE,10,06,2015,09:34:00,75XX BLOCK OF 9 AV NE,L,L2,2700.1025,-122.318597864,47.684023337,(47.684023337, -122.318597864),TRU - THEFT,OTHER PROPERTY,THEFT,10/06/2015 08:16:00 PM
1573441,15000350425,2015350425,062,BICYCLE THEFT,THEFT,BIKE,10,07,2015,07:46:00,85XX BLOCK OF DIBBLE AV NW,J,J1,1702.2009,-122.36727214,47.691362744,(47.691362744, -122.36727214),TRU - THEFT,OTHER PROPERTY,THEFT,
1573765,15000350748,2015350748,062,BICYCLE THEFT,THEFT,BIKE,10,07,2015,02:57:00,19XX BLOCK OF 9 AV,D,D2,7300.2024,-122.335086052,47.616000935,(47.616000935, -122.335086052),SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,10/07/2015 12:42:00 PM
1573589,15000349633,2015349633,062,BICYCLE THEFT,THEFT,BIKE,10,06,2015,07:34:00,96XX BLOCK OF COLLEGE WY N,N,N3,1900.1021,-122.335049792,47.698677357,(47.698677357, -122.335049792),TRU - THEFT,OTHER PROPERTY,THEFT,10/06/2015 06:14:00 PM
1632620,15000436800,2015436800,062,BICYCLE THEFT,THEFT,BIKE,12,17,2015,04:47:02,6XX BLOCK OF PINE ST,M,M2,8200.1002,-122.334816,47.61237,(47.61237, -122.334816),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,12/17/2015 03:51:47 PM
1573962,15000351130,2015351130,062,BICYCLE THEFT,THEFT,BIKE,10,07,2015,06:44:00,26XX BLOCK OF NW 59 ST,B,B1,3200.2009,-122.391505745,47.671649654,(47.671649654, -122.391505745),TRU - THEFT,OTHER PROPERTY,THEFT,10/07/2015 05:46:00 PM
1574453,15000351797,2015351797,062,BICYCLE THEFT,THEFT,BIKE,10,08,2015,08:55:00,NW 46 ST / 1 AV NW,B,B2,4800.2008,-122.357848892,47.662369712,(47.662369712, -122.357848892),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1574454,15000351767,2015351767,062,BICYCLE THEFT,THEFT,BIKE,10,08,2015,08:56:00,9XX BLOCK OF NW 45 ST,B,B2,4700.2075,-122.369692499,47.661468177,(47.661468177, -122.369692499),TRU - THEFT,OTHER PROPERTY,THEFT,
1574556,15000351946,2015351946,062,BICYCLE THEFT,THEFT,BIKE,10,08,2015,11:27:00,67XX BLOCK OF 18 AV SW,F,F1,10800.2001,-122.357224171,47.541005161,(47.541005161, -122.357224171),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1574641,15000350822,2015350822,062,BICYCLE THEFT,THEFT,BIKE,10,07,2015,02:40:00,MADISON ST / TERRY AV,E,E3,8300.1007,-122.326252299,47.608872215,(47.608872215, -122.326252299),TRU - THEFT,OTHER PROPERTY,THEFT,10/07/2015 01:48:00 PM
1574878,15000352270,2015352270,062,BICYCLE THEFT,THEFT,BIKE,10,08,2015,05:20:00,1XX BLOCK OF ALOHA ST,Q,Q3,7000.3004,-122.354729848,47.627186468,(47.627186468, -122.354729848),BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,10/08/2015 04:28:00 PM
1574959,15000352234,2015352234,062,BICYCLE THEFT,THEFT,BIKE,10,08,2015,06:31:00,3XX BLOCK OF BROADWAY E,E,E1,7500.3014,-122.320898932,47.621531972,(47.621531972, -122.320898932),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,10/08/2015 03:01:00 PM
1574993,15000352282,2015352282,062,BICYCLE THEFT,THEFT,BIKE,10,08,2015,07:18:00,12XX BLOCK OF 20 AV E,C,C2,6400.3002,-122.305992563,47.631454978,(47.631454978, -122.305992563),BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,10/08/2015 04:55:00 PM
1575020,15000352481,2015352481,062,BICYCLE THEFT,THEFT,BIKE,10,08,2015,07:53:00,17XX BLOCK OF 6 AV S,O,O1,9300.2075,-122.325972328,47.587200582,(47.587200582, -122.325972328),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1575573,15000353228,2015353228,062,BICYCLE THEFT,THEFT,BIKE,10,09,2015,10:10:00,23XX BLOCK OF 5 AV,D,D2,7200.2024,-122.343728856,47.616414912,(47.616414912, -122.343728856),TRU - THEFT,OTHER PROPERTY,THEFT,
1575714,15000353045,2015353045,062,BICYCLE THEFT,THEFT,BIKE,10,09,2015,01:20:00,5XX BLOCK OF S SULLIVAN ST,F,F3,11200.1014,-122.327028637,47.527332399,(47.527332399, -122.327028637),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,10/09/2015 07:09:00 AM
1575778,15000353506,2015353506,062,BICYCLE THEFT,THEFT,BIKE,10,09,2015,03:07:00,20XX BLOCK OF 8 AV,D,D2,7300.3025,-122.337244415,47.616105705,(47.616105705, -122.337244415),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1576033,15000353702,2015353702,062,BICYCLE THEFT,THEFT,BIKE,10,09,2015,07:25:00,26XX BLOCK OF ELLIOTT AV,D,D1,8001.3026,-122.35186886,47.614196387,(47.614196387, -122.35186886),TRU - THEFT,OTHER PROPERTY,THEFT,10/09/2015 06:02:00 PM
1576301,15000354026,2015354026,062,BICYCLE THEFT,THEFT,BIKE,10,10,2015,12:15:00,S HANFORD ST / COLORADO AV S,O,O1,9300.3039,-122.33678938,47.575574301,(47.575574301, -122.33678938),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,10/09/2015 10:36:00 PM
1577309,15000355271,2015355271,062,BICYCLE THEFT,THEFT,BIKE,10,10,2015,11:54:00,MERIDIAN AV N / N 115 ST,N,N2,600.4012,-122.334059967,47.71228848,(47.71228848, -122.334059967),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,10/10/2015 10:10:00 PM
1577616,15000355776,2015355776,062,BICYCLE THEFT,THEFT,BIKE,10,11,2015,10:03:00,PIKE ST / BOREN AV,E,E3,8300.2014,-122.32891446,47.613465763,(47.613465763, -122.32891446),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1622562,15000419384,2015419384,062,BICYCLE THEFT,THEFT,BIKE,12,02,2015,10:22:34,4 AV / STEWART ST,M,M2,8100.2003,-122.33874,47.612293,(47.612293, -122.33874),TRU - THEFT,OTHER PROPERTY,THEFT,
1985570,17000146856,2017146856,062,BICYCLE THEFT,THEFT,BIKE,04,27,2017,05:05:33,47XX BLOCK OF CALIFORNIA AV SW,W,W2,10500.4004,-122.3868,47.560215,(47.560215, -122.3868),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,04/27/2017 02:19:24 PM
2042421,17000250676,2017250676,062,BICYCLE THEFT,THEFT,BIKE,07,10,2017,04:35:26,26XX BLOCK OF NW NORTH BEACH DR,J,J1,1500.1008,-122.3906,47.700836,(47.700836, -122.3906),TRU - THEFT,OTHER PROPERTY,THEFT,07/10/2017 03:47:44 PM
1577934,15000356185,2015356185,062,BICYCLE THEFT,THEFT,BIKE,10,11,2015,06:33:00,M L KING JR WY S / S OTHELLO ST,S,S1,11001.3000,-122.281294157,47.537040349,(47.537040349, -122.281294157),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1578040,15000356275,2015356275,062,BICYCLE THEFT,THEFT,BIKE,10,11,2015,08:58:00,PIKE ST / 7 AV,M,M2,8200.1006,-122.333353852,47.611605829,(47.611605829, -122.333353852),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1578144,15000356352,2015356352,062,BICYCLE THEFT,THEFT,BIKE,10,11,2015,10:59:00,24XX BLOCK OF S JACKSON ST,G,G3,8900.3023,-122.300510574,47.59927753,(47.59927753, -122.300510574),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,10/11/2015 09:15:00 PM
1633953,15000438926,2015438926,062,BICYCLE THEFT,THEFT,BIKE,12,19,2015,02:21:44,1XX BLOCK OF NW 85 ST,J,J1,1701.1014,-122.359314,47.690617,(47.690617, -122.359314),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,12/19/2015 12:32:19 PM
1578528,15000356853,2015356853,062,BICYCLE THEFT,THEFT,BIKE,10,12,2015,10:16:00,21XX BLOCK OF 3 AV,D,D1,8002.1000,-122.342843231,47.613551471,(47.613551471, -122.342843231),TRU - THEFT,OTHER PROPERTY,THEFT,
1578646,15000356815,2015356815,062,BICYCLE THEFT,THEFT,BIKE,10,12,2015,12:13:00,11XX BLOCK OF MADISON ST,E,E3,8300.1005,-122.324583882,47.609570177,(47.609570177, -122.324583882),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1579077,15000357287,2015357287,062,BICYCLE THEFT,THEFT,BIKE,10,12,2015,07:25:00,37XX BLOCK OF S FERDINAND ST,R,R3,10300.5008,-122.285591357,47.557850025,(47.557850025, -122.285591357),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,10/12/2015 05:48:00 PM
1579333,15000357485,2015357485,062,BICYCLE THEFT,THEFT,BIKE,10,13,2015,12:39:00,4XX BLOCK OF NW 100 PL,N,N1,1400.3010,-122.362726308,47.703119614,(47.703119614, -122.362726308),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,10/12/2015 08:33:00 PM
1623215,15000420548,2015420548,062,BICYCLE THEFT,THEFT,BIKE,12,03,2015,09:56:52,19XX BLOCK OF S WAITE ST,R,R1,10002.3003,-122.307655,47.58027,(47.58027, -122.307655),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,12/03/2015 09:26:00 PM
1579720,15000358322,2015358322,062,BICYCLE THEFT,THEFT,BIKE,10,13,2015,12:41:00,14XX BLOCK OF NE 66 ST,U,U1,2600.3009,-122.3125402,47.676512148,(47.676512148, -122.3125402),TRU - THEFT,OTHER PROPERTY,THEFT,
1635737,15000441893,2015441893,062,BICYCLE THEFT,THEFT,BIKE,12,22,2015,10:22:55,75XX BLOCK OF M L KING JR WY S,S,S1,11001.3007,-122.280846,47.53481,(47.53481, -122.280846),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1581074,15000360006,2015360006,062,BICYCLE THEFT,THEFT,BIKE,10,14,2015,07:44:00,7XX BLOCK OF E OLIVE ST,E,E2,7402.2005,-122.322793378,47.616378855,(47.616378855, -122.322793378),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1580599,15000359392,2015359392,062,BICYCLE THEFT,THEFT,BIKE,10,14,2015,09:12:00,45XX BLOCK OF 9 AV NE,U,U2,5200.5009,-122.318408825,47.662214248,(47.662214248, -122.318408825),TRU - THEFT,OTHER PROPERTY,THEFT,
1580636,15000359491,2015359491,062,BICYCLE THEFT,THEFT,BIKE,10,14,2015,10:37:00,56XX BLOCK OF PARK RD NE,U,U1,4301.3013,-122.30544758,47.669872906,(47.669872906, -122.30544758),TRU - THEFT,OTHER PROPERTY,THEFT,
1801544,16000279798,2016279798,062,BICYCLE THEFT,THEFT,BIKE,08,04,2016,06:03:51,84XX BLOCK OF 12 AV SW,F,F3,11300.4007,-122.35058,47.527412,(47.527412, -122.35058),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1581283,15000360359,2015360359,062,BICYCLE THEFT,THEFT,BIKE,10,14,2015,11:48:00,15XX BLOCK OF 12 AV,E,E2,7500.4006,-122.316845009,47.614683849,(47.614683849, -122.316845009),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1580977,15000359878,2015359878,062,BICYCLE THEFT,THEFT,BIKE,10,14,2015,05:43:00,3 AV NW / NW 39 ST,B,B2,4800.3025,-122.360842065,47.654141921,(47.654141921, -122.360842065),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,10/14/2015 03:54:00 PM
1581082,15000360022,2015360022,062,BICYCLE THEFT,THEFT,BIKE,10,14,2015,07:43:00,7XX BLOCK OF OLIVE WY,M,M2,7300.3029,-122.33461677,47.613826044,(47.613826044, -122.33461677),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,10/14/2015 05:41:00 PM
1581952,15000361398,2015361398,062,BICYCLE THEFT,THEFT,BIKE,10,15,2015,07:03:00,6XX BLOCK OF 7 AV S,K,K3,9100.1022,-122.323758539,47.597091537,(47.597091537, -122.323758539),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1582009,15000361126,2015361126,062,BICYCLE THEFT,THEFT,BIKE,10,15,2015,07:45:00,42XX BLOCK OF 9 AV NE,U,U2,5200.2001,-122.318791568,47.658487028,(47.658487028, -122.318791568),TRU - THEFT,OTHER PROPERTY,THEFT,
1582277,15000361482,2015361482,062,BICYCLE THEFT,THEFT,BIKE,10,16,2015,01:15:00,14XX BLOCK OF N NORTHGATE WY,N,N3,1300.1007,-122.339980147,47.705044851,(47.705044851, -122.339980147),BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,10/16/2015 12:04:00 AM
1582516,15000362063,2015362063,062,BICYCLE THEFT,THEFT,BIKE,10,16,2015,11:15:00,WESTERN AV / UNIVERSITY ST,M,M1,8100.1003,-122.339309014,47.606369441,(47.606369441, -122.339309014),TRU - THEFT,OTHER PROPERTY,THEFT,10/16/2015 10:21:00 AM
1582536,15000361949,2015361949,062,BICYCLE THEFT,THEFT,BIKE,10,16,2015,11:32:00,117XX BLOCK OF AURORA AV N,N,N2,600.3007,-122.344896099,47.717174472,(47.717174472, -122.344896099),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,10/16/2015 08:36:00 AM
1582584,15000362213,2015362213,062,BICYCLE THEFT,THEFT,BIKE,10,16,2015,01:05:00,6 AV S / S DEARBORN ST,K,K3,9100.2011,-122.326376957,47.595835082,(47.595835082, -122.326376957),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1582573,15000362148,2015362148,062,BICYCLE THEFT,THEFT,BIKE,10,16,2015,12:32:00,96XX BLOCK OF COLLEGE WY N,N,N3,1900.1021,-122.335049792,47.698677357,(47.698677357, -122.335049792),SECONDARY - THEFT (NOT SHOPLIFT OR SERVICES),OTHER PROPERTY,THEFT,
1582726,15000361914,2015361914,062,BICYCLE THEFT,THEFT,BIKE,10,16,2015,08:24:00,10XX BLOCK OF NE 100 ST,L,L2,1200.1021,-122.316331314,47.701278235,(47.701278235, -122.316331314),TRU - THEFT,OTHER PROPERTY,THEFT,10/16/2015 07:47:00 AM
1582774,15000362254,2015362254,062,BICYCLE THEFT,THEFT,BIKE,10,16,2015,03:43:00,36XX BLOCK OF WOODLAND PARK AV N,B,B3,5400.3003,-122.34401052,47.651626387,(47.651626387, -122.34401052),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,10/16/2015 02:52:00 PM
1624335,15000422522,2015422522,062,BICYCLE THEFT,THEFT,BIKE,12,05,2015,02:33:55,31XX BLOCK OF E CHERRY ST,G,G2,7800.2029,-122.29205,47.607967,(47.607967, -122.29205),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,12/05/2015 01:42:11 PM
1814769,16000294676,2016294676,062,BICYCLE THEFT,THEFT,BIKE,08,15,2016,08:56:49,7XX BLOCK OF BROADWAY,E,E3,8400.2012,-122.320755,47.608658,(47.608658, -122.320755),TRU - THEFT,OTHER PROPERTY,THEFT,08/15/2016 08:23:41 AM
1583179,15000362912,2015362912,062,BICYCLE THEFT,THEFT,BIKE,10,16,2015,11:07:00,E HARRISON ST / BROADWAY E,E,E1,7401.2007,-122.320910062,47.621985884,(47.621985884, -122.320910062),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,10/16/2015 09:43:00 PM
1585562,15000365852,2015365852,062,BICYCLE THEFT,THEFT,BIKE,10,19,2015,12:25:00,5XX BLOCK OF NE RAVENNA BV,J,J3,3600.4005,-122.322679565,47.676759236,(47.676759236, -122.322679565),TRU - THEFT,OTHER PROPERTY,THEFT,
1583464,15000363320,2015363320,062,BICYCLE THEFT,THEFT,BIKE,10,17,2015,06:02:00,13 AV / E PINE ST,C,C1,7500.2010,-122.315551792,47.61527209,(47.61527209, -122.315551792),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,10/17/2015 04:43:00 AM
1585547,15000365834,2015365834,062,BICYCLE THEFT,THEFT,BIKE,10,19,2015,12:10:00,58XX BLOCK OF 20 AV NW,B,B1,4700.4003,-122.38221497,47.671272246,(47.671272246, -122.38221497),TRU - THEFT,OTHER PROPERTY,THEFT,
1586440,15000367019,2015367019,062,BICYCLE THEFT,THEFT,BIKE,10,20,2015,09:56:00,6XX BLOCK OF UNIVERSITY ST,M,M3,8200.1022,-122.332153643,47.609406409,(47.609406409, -122.332153643),TRU - THEFT,OTHER PROPERTY,THEFT,
1586984,15000367763,2015367763,062,BICYCLE THEFT,THEFT,BIKE,10,20,2015,07:49:00,9XX BLOCK OF NW 83 ST,J,J2,3000.1003,-122.368835497,47.688748806,(47.688748806, -122.368835497),TRU - THEFT,OTHER PROPERTY,THEFT,
1586842,15000367621,2015367621,062,BICYCLE THEFT,THEFT,BIKE,10,20,2015,05:20:00,11XX BLOCK OF MADISON ST,E,E3,8300.1006,-122.324583882,47.609570177,(47.609570177, -122.324583882),TRU - THEFT,OTHER PROPERTY,THEFT,
1587990,15000368701,2015368701,062,BICYCLE THEFT,THEFT,BIKE,10,21,2015,07:48:00,4XX BLOCK OF PIKE ST,M,M3,8100.2011,-122.336128727,47.610445976,(47.610445976, -122.336128727),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,10/21/2015 06:01:00 PM
1587785,15000368236,2015368236,062,BICYCLE THEFT,THEFT,BIKE,10,21,2015,03:44:00,6XX BLOCK OF NW 79 ST,J,J2,2900.3013,-122.364665168,47.68619849,(47.68619849, -122.364665168),SECONDARY - THEFT (NOT SHOPLIFT OR SERVICES),OTHER PROPERTY,THEFT,10/21/2015 03:28:00 PM
1587664,15000368407,2015368407,062,BICYCLE THEFT,THEFT,BIKE,10,21,2015,02:22:00,60XX BLOCK OF AURORA AV N,B,B3,4600.1008,-122.347251286,47.672793913,(47.672793913, -122.347251286),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,10/21/2015 01:35:00 PM
1588051,15000368849,2015368849,062,BICYCLE THEFT,THEFT,BIKE,10,21,2015,08:59:00,20XX BLOCK OF 8 AV,D,D2,7300.3025,-122.337244415,47.616105705,(47.616105705, -122.337244415),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
2030600,17000229516,2017229516,062,BICYCLE THEFT,THEFT,BIKE,06,25,2017,07:15:24,19XX BLOCK OF 14 AV E,C,C1,6500.1011,-122.31471,47.637104,(47.637104, -122.31471),TRU - THEFT,OTHER PROPERTY,THEFT,06/25/2017 06:51:39 PM
1781370,16000244782,2016244782,062,BICYCLE THEFT,THEFT,BIKE,07,08,2016,10:04:57,1 AV / UNIVERSITY ST,M,M1,8100.1001,-122.338196,47.606834,(47.606834, -122.338196),TRU - THEFT,OTHER PROPERTY,THEFT,07/08/2016 09:05:30 PM
1588545,15000369555,2015369555,062,BICYCLE THEFT,THEFT,BIKE,10,22,2015,12:34:00,8XX BLOCK OF MAYNARD AV S,K,K3,9300.1008,-122.325069892,47.595415645,(47.595415645, -122.325069892),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,10/22/2015 09:24:00 AM
1870800,16000400392,2016400392,062,BICYCLE THEFT,THEFT,BIKE,11,05,2016,02:21:42,134XX BLOCK OF ROOSEVELT WY N,N,N2,600.1007,-122.33004,47.726265,(47.726265, -122.33004),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,11/05/2016 01:22:17 AM
1588828,15000370117,2015370117,062,BICYCLE THEFT,THEFT,BIKE,10,22,2015,05:26:00,25 AV SW / SW HUDSON ST,F,F1,10800.3004,-122.364257398,47.55747233,(47.55747233, -122.364257398),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,10/22/2015 03:48:00 PM
1589132,15000370541,2015370541,062,BICYCLE THEFT,THEFT,BIKE,10,22,2015,11:30:00,17XX BLOCK OF BROADWAY,E,E2,8400.1000,-122.320826476,47.616987302,(47.616987302, -122.320826476),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1589162,15000370417,2015370417,062,BICYCLE THEFT,THEFT,BIKE,10,22,2015,10:59:00,23XX BLOCK OF W RAYE ST,Q,Q1,5802.1020,-122.38678192,47.642924426,(47.642924426, -122.38678192),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,10/22/2015 09:20:00 PM
1589428,15000370869,2015370869,062,BICYCLE THEFT,THEFT,BIKE,10,23,2015,08:09:00,ALASKAN WY / PIKE ST,M,M1,8100.1013,-122.342652089,47.607841478,(47.607841478, -122.342652089),TRU - THEFT,OTHER PROPERTY,THEFT,10/23/2015 07:19:00 AM
1589956,15000371461,2015371461,062,BICYCLE THEFT,THEFT,BIKE,10,23,2015,05:46:00,9XX BLOCK OF NW 45 ST,B,B2,4700.2075,-122.369692499,47.661468177,(47.661468177, -122.369692499),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,10/23/2015 03:57:00 PM
1590175,15000371671,2015371671,062,BICYCLE THEFT,THEFT,BIKE,10,23,2015,09:15:00,8XX BLOCK OF NE 59 ST,U,U1,4500.1006,-122.318728946,47.671488353,(47.671488353, -122.318728946),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
2103240,17000360790,2017360790,062,BICYCLE THEFT,THEFT,BIKE,09,28,2017,07:12:42,14XX BLOCK OF 6 AV,M,M3,8200.1019,-122.33401,47.610645,(47.610645, -122.33401),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1626140,15000422511,2015422511,062,BICYCLE THEFT,THEFT,BIKE,12,05,2015,06:06:13,6XX BLOCK OF NW 80 ST,J,J2,2900.3009,-122.36466,47.686935,(47.686935, -122.36466),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,12/05/2015 03:42:26 PM
1591655,15000373495,2015373495,062,BICYCLE THEFT,THEFT,BIKE,10,25,2015,10:21:00,18XX BLOCK OF YALE AV,D,D3,7300.2010,-122.330349055,47.617889224,(47.617889224, -122.330349055),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1591985,15000373876,2015373876,062,BICYCLE THEFT,THEFT,BIKE,10,25,2015,05:31:00,15XX BLOCK OF 10 AV E,C,C1,6600.1008,-122.320009011,47.632661553,(47.632661553, -122.320009011),SECONDARY - THEFT (NOT SHOPLIFT OR SERVICES),OTHER PROPERTY,THEFT,
1591818,15000373535,2015373535,062,BICYCLE THEFT,THEFT,BIKE,10,25,2015,02:18:00,47XX BLOCK OF 41 AV SW,W,W2,10500.4006,-122.384162806,47.56020505,(47.56020505, -122.384162806),BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,10/25/2015 01:09:00 PM
1591840,15000373663,2015373663,062,BICYCLE THEFT,THEFT,BIKE,10,25,2015,02:48:00,1XX BLOCK OF NW 85 ST,J,J1,1701.1014,-122.359314744,47.69061787,(47.69061787, -122.359314744),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,10/25/2015 01:34:00 PM
1592120,15000373924,2015373924,062,BICYCLE THEFT,THEFT,BIKE,10,25,2015,07:53:00,15XX BLOCK OF 12 AV,E,E2,7500.4006,-122.316845009,47.614683849,(47.614683849, -122.316845009),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,10/25/2015 06:29:00 PM
